Unnamed: 0,№,Title,Artist(s),lyrics,genres
10,11,"""C'mon N' Ride It (The Train)""",Quad City DJ's,"18 ContributorsC’mon N’ Ride It (The Train) Lyrics
(Woo-woo)
(Woo-woo)
(Woo-woo)
(Woo-woo)
(Ride that choo-choo, choo-choo ride)
(Ride that choo-choo, choo-choo ride)
(Ride that choo-choo, choo-choo ride)
(Ride that choo-choo, choo-choo ride)

Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride)
Come on, ride the train (Choo-choo ride, woo-woo), and ride it (Choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride, woo-woo), and ride it (Woo-woo, choo-choo ride)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride)
Come on, ride the train (Choo-choo ride, woo-woo), and ride it (Choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride, woo-woo), and ride it (Choo-choo ride, woo-woo)

Come on, ride the train, it's the choo-choo, and ride it (Woo-woo)
Come on, ride the train, it's the choo-choo, and ride it (Woo-woo)
Come on, ride the train, it's the choo-choo, and ride it (Woo-woo)
Come on, ride the train, it's the choo-choo, and ride it (Woo-woo)

Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can
Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can

Way deep down south, well we play this game
It's them Quad City D.J.'s and yo we call it ""The Train""
So if you wanna ride ya thing
Just come on down the train
Be goin' around, ooh, Lord, just jump aboard, baby
So get your next of kin (C'mon)
Your sister and your friend
Pack up that choo-choo
Ride on this choo-choo
And, boo, you need to stop faking and come on with me
I wanna take you home with me, to be alone with me
And I can see you wanna hide it (Come on)
Just can't fight it
And please don't knock it until you ride it
So to all of you girls, you know I'm calling your name
Michelle, Tamika, and Tonya
Wanna ride this train
Ride out now

Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)

Come on, it's a choo-choo
Come on, it's a choo-choo train
Come on, it's a choo-choo
Come on, it's a choo-choo train
If you feel like dancing, ooh, well come on, it's up to you
We got the sound to keep you getting down, down
The train is coming through

Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can
Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can

I can smell them tranquil breezes from a mile away
Graduated from Boone up to Alize, baby
You looking tough to death
Got your weave done right, it's on so tight
Now it's on tonight, yeah, yeah
Right about now it's about that time for me to holler
Girl, I wanna waller in the back of my Impala (Woo, baby)
Don't need no tickets for this thing
Just jump on in, let me hit them switches on the train
And it ain't no thing, it's all the same
Get on the train tracks
Here we go, so get on the floor
And put a hump in your back
So pack your bags, come on, get ready, say what?
They're coming through your town
Move your arm up and down
And make that choo-choo sound, like this

Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo
Ride that choo-choo, woo-woo

Come on it's a choo-choo (Woo-woo)
Come on it's a choo-choo train
Come on it's a choo-choo (Woo-woo)
Come on it's a choo-choo train

If you feel like dancing, ooh, well come on, it's up to you
We got the sound to keep you getting down, down
The train is coming through

Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can
Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can

Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train

Come on it's a choo-choo (Woo-woo)
Come on it's a choo-choo train
Come on it's a choo-choo (Woo-woo)
Come on it's a choo-choo train
If you feel like dancing, ooh, well come on, it's up to you
We got the sound to keep you getting down, down
The train is coming through

Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can
Ah, ah, ah, ah, ah, ah
I think I can, I think I can
I think I can, I think I can

Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride), and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride, woo-woo), and ride it (Choo-choo ride, woo-woo)
Come on, ride the train (Choo-choo ride, woo-woo), and ride it (Choo-choo ride, woo-woo)
Come on, ride the train, it's the choo-choo, and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train it's the choo-choo train (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train, it's the choo-choo, and ride it (Woo-woo, choo-choo ride, woo-woo)
Come on, ride the train it's the choo-choo train (Woo-woo, choo-choo ride, woo-woo)

Come on, it's the choo-choo, woo-woo
Come on, it's the choo-choo train
Come on, it's the choo-choo, woo-woo
Come on, it's the choo-choo train

Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train
Ride that choo-choo, choo-choo train","pop, dance, Hip-Hop, 90s, hip hop"
11,12,"""Missing""",Everything but the Girl,"18 ContributorsMissing Lyrics“Missing” is an international hit song by British duo Everything But The Girl. Though the initial release of the quiet, acoustic original version didn’t make much noise, a remix treatment by Todd Terry the… Read More 
I step off the train
I'm walking down your street again
And past your door
But you don't live there anymore
It's years since you've been there
Now you've disappeared somewhere
Like outer space
You've found some better place

And I miss you
Like the deserts miss the rain
And I miss you
Like the deserts miss the rain

Could you be dead?
You always were two steps ahead
Of everyone
We'd walk behind while you would run
I look up at your house
And I can almost hear you shout
Down to me
Where I always used to be

And I miss you
Like the deserts miss the rain
And I miss you
Like the deserts miss the rain

Back on the train
I ask why did I come again
Can I confess
I've been hanging around your old address?
And the years have proved
To offer nothing since you moved
You're long gone
But I can't move on

And I miss you
Like the deserts miss the rain
And I miss you
Like the deserts miss the rain

I step off the train
I'm walking down your street again
And past your door
I guess you don't live there anymore
It's years since you've been there
Now you've disappeared somewhere
Like outer space
You've found some better place
And I miss you
And I miss you
You've found some better place

And I miss you
Like the deserts miss the rain
And I miss you, yeah
Like the deserts miss the rain
And I miss you
Like the deserts miss the rain
And I miss you, yeah
Like the deserts miss the rain
Like the deserts miss the rain
Like the deserts miss the rain","trip-hop, electronic, chillout, female vocalists, electronica"
12,13,"""Ironic""",Alanis Morissette,"92 ContributorsIronic LyricsWritten by Alanis Morissette and Jagged Little Pill’s producer Glen Ballard, “Ironic” describes some peculiar and unfortunate situations and went on to be nominated for Record of the Year at the 39th Grammy… Read More 
Hey, yeah, yeah
Yeah, ah-ah-ah, yeah, hey

An old man turned ninety-eight
He won the lottery and died the next day
It's a black fly in your Chardonnay
It's a death row pardon two minutes too late

And isn't it ironic?
Don't you think?

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought? It figures

Mr. Play-It-Safe was afraid to fly
He packed his suitcase and kissed his kids goodbye
He waited his whole damn life to take that flight
And as the plane crashed down
He thought, ""Well, isn't this nice?""

And isn't it ironic?
Don't you think?

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought? It figures

Well, life has a funny way of sneaking up on you
When you think everything's okay and everything's going right
And life has a funny way of helping you out
When you think everything's gone wrong
And everything blows up in your face

A traffic jam when you're already late
A ""No Smoking"" sign on your cigarette break
It's like ten thousand spoons when all you need is a knife
It's meeting the man of my dreams
And then meeting his beautiful wife

And isn't it ironic?
Don't you think?
A little too ironic
And yeah, I really do think

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought? It figures

And yeah, well, life has a funny way of sneaking up on you
And life has a funny, funny way of helping you out
Helping you out","female vocalists, rock, alternative, singer-songwriter, pop"
13,14,"""Exhale (Shoop Shoop)""",Whitney Houston,"19 ContributorsExhale (Shoop Shoop) LyricsThe lead single from the soundtrack to the 1995 film “Waiting to Exhale”. It was written & produced by Babyface.
The song topped the Billboard Hot 100 and Hot R&B Singles chart. It also peaked at #5 on… Read More 
Everyone falls in love sometime
Sometimes it's wrong
And sometimes it's right
For every win
Someone must fail
But there comes a point when
When we exhale (Yeah, yeah, say)

Shoop, Shoop, Shoop
Shoo Be Doop Shoop Shoop (Yeah)
Shoo Be Doop Shoop Shoop
(All you got to say is shoo be doop)
Shoo Be Doop Shoop Shoop
Shoo Be Doop Shoop Shoop (Shoo be doop)
Shoo Be Doop Shoop Shoop
Shoo Be Doop Shoop Shoop
Shoo Be Doo

Sometimes you'll laugh
Sometimes you'll cry
Life never tells us
The when's or why's
When you've got friends to wish you well
You'll find a point when
You will exhale (Yeah, yeah, say)

Shoop, Shoop, Shoop
Shoo Be Doop Shoop Shoop
Shoo Be Doop Shoop Shoop (Shoo shoo shoo huh)
Shoo Be Doop Shoop Shoop
Shoo Be Doop Shoop Shoop (Shoo be)
Shoo Be Doop Shoop Shoop (Say shoop say shoo be say shoo be)
Shoo Be Doop Shoop Shoop (Say shoo-hoo say sho)
Shoo Be Doo (Be doo oh)

Hearts are often broken
When there are words unspoken
In your soul there's
Answers to your prayers
If you're searching for
A place you know
A familiar face
Somewhere to go
You should look inside yourself
You're halfway there

Sometimes you'll laugh
Sometimes you'll cry
Life never tells us
The when's or why's
When you've got friends to wish you well
You'll find a point when
You will exhale (Yeah, yeah, say)

Shoop, Shoop, Shoop (Shoo Be)
Shoo Be Doop Shoop Shoop (Shoo Be)
Shoo Be Doop Shoop Shoop (Shoo Be)
Shoo Be Doop Shoop Shoop (Shoo-hoo-hoo be)
Shoo Be Doop Shoop Shoop (Shoo be doop doop doop hoo hoo hoo)
Shoo Be Doop Shoop Shoop (Do do shoo be shoo be feels alright)
Shoo Be Doop Shoop Shoop (You can say oh)
Shoo Be Doo","pop, soul, female vocalists, rnb, 80s"
14,15,"""Follow You Down"" / ""Til I Hear It from You""",Gin Blossoms,,"alternative rock, alternative, rock, 90s, indie"
15,16,"""Sittin' Up in My Room""",Brandy,"21 ContributorsSittin’ Up in My Room Lyrics“Sittin' Up in My Room” peaked at #2 on the Billboard Hot 100 and R&B chart in 1995. The song was certified Gold by the RIAA.
The song was featured on the soundtrack to the film Waiting to Exhale.
Ah
Mmm, yeah

Seems like ever since the first day we met
There is no one else I think of more than you
Can't seem to forget, can't get you out my head
Guess the verdict's in, I'm crazy over you
How can one be down? Tell me where to start
'Cause every time you smile, I feel tremors in my heart
I have but one concern: how can I get with you?
Till my day comes, here's what I'm gon' do, yeah

Be sittin' up in my room (Sittin' up in my room)
Back here thinking 'bout you (Thinking 'bout you)
I must confess, I'm a mess for you (I'm a mess for you)
Be sittin' up in my room (Sittin' up in my room)
Back here thinking 'bout you (Ooh, yes)
I'm just a mess with a thang for you

Pray that you'll invest in my happiness
All it takes is just one simple call from you
Turn my heart around if I'm making ground
Pretty baby, please tell me if I'm getting through
Tell me, what is up? You see, I need to know
Tell me if I'm far or if I'm getting close
I have but one concern, and that one concern is you
Till I'm wit' you, here's what I'm gon' do

Be sittin' up in my room (Sittin' up in my room)
Back here thinking 'bout you (Thinking 'bout you, yeah)
I must confess (I must confess), I'm a mess for you (I'm a mess for you)
Be sittin' up in my room (Sittin' up in my room, baby)
Back here thinking 'bout you (Thinking 'bout you)
I'm just a mess with a thang for you (Oh yeah)

Ooh, oh
Oh yeah, oh yeah
Mmm, mmm, oh
Ah-ah-ah-ah-ah, oh

How can one be down? Tell me where to start
'Cause every time you smile, I feel tremors in my heart
I have but one concern: how can I get with you?
Till my day comes, here's what I'm gonna do

Be sittin' up in my room
Back here thinking 'bout you (Gonna do, oh yeah)
I must confess, I'm a mess for you (I'm a mess for you)
Be sittin' up in my room (Baby, baby)
Back here thinking 'bout you (Oh yeah)
I'm just a mess with a thang for you (You know, I pray that you'll invest)
Be sittin' up in my room (In my happiness)
Back here thinking 'bout you (Turn my heart around)
I must confess (If I'm making ground), I'm a mess for you (Oh, tell me, what is up?)
Be sittin' up in my room (See, I need to know)
Back here thinking 'bout you (Tell me if I'm far)
I'm just a mess with a thang for you (Or if I'm getting close)
Be sittin' up in my room (Close, baby, ooh)
Back here thinking 'bout you (Come on, baby)
I must confess (I must confess), I'm a mess for you (I'm a mess for you, boy)
Be sittin' up in my room (Oh yeah)
Back here thinking 'bout you (Yeah, yeah)
I'm just a mess with a thang for you (You know, I pray that you'll invest)
Be sittin' up in my room (In my happiness)
Back here thinking 'bout you (So you turn my heart around)
I must confess (If I'm making ground), I'm a mess for you (Oh, tell me, what is up?)
Be sittin' up in my room (See, I need to know)
Back here thinking 'bout you (Tell me if I'm far)
I'm just a mess with a thang for you (Or if I'm getting close)
Be sittin' up in my room (Close)
Back here thinking 'bout you
I must confess, I'm a mess for you (I'm a mess for you, boy)
Be sittin' up in my room (Sittin' up in my room)
Back here thinking 'bout you (Ooh)
I'm just a mess with a thang for you","rnb, soul, pop, female vocalists, Hip-Hop"
16,17,"""How Do U Want It"" / ""California Love""",2Pac featuring K-Ci and JoJo / 2Pac featuring Dr. Dre and Roger Troutman,,
17,18,"""It's All Coming Back to Me Now""",Celine Dion,"40 ContributorsTranslationsEspañolIt’s All Coming Back to Me Now Lyrics“It’s All Coming Back to Me Now,” originally written by Jim Steinman, was first recorded in 1989 by girl group Pandora’s Box, who featured it on Original Sin, their first and only album. In an interview… Read More 
There were nights when the wind was so cold
That my body froze in bed if I just listened to it
Right outside the window
There were days when the sun was so cruel
That all the tears turned to dust
And I just knew my eyes were drying up forever (Forever)
I finished crying in the instant that you left
And I can't remember where or when or how
And I banished every memory you and I had ever made

But when you touch me like this
And you hold me like that
I just have to admit
That it's all coming back to me
When I touch you like this
And I hold you like that
It's so hard to believe
But it's all coming back to me
(It's all coming back, it's all coming back to me now)

There were moments of gold
And there were flashes of light
There were things I'd never do again
But then they'd always seemed right
There were nights of endless pleasure
It was more than any laws allow
Baby, baby

If I kiss you like this
And if you whisper like that
It was lost long ago
But it's all coming back to me
If you want me like this
And if you need me like that
It was dead long ago
But it's all coming back to me
It's so hard to resist
And it's all coming back to me
I can barely recall
But it's all coming back to me now
But it's all coming back

There were those empty threats and hollow lies
And whenever you tried to hurt me
I just hurt you even worse, and so much deeper
There were hours that just went on for days
When alone at last we'd count up all the chances
That were lost to us forever (Forever)
But you were history with the slamming of the door
And I made myself so strong again somehow
And I never wasted any of my time on you since then

But if I touch you like this
And if you kiss me like that
It was so long ago
But it's all coming back to me
If you touch me like this
And if I kiss you like that
It was gone with the wind
But it's all coming back to me
(It's all coming back, it's all coming back to me now)

There were moments of gold
And there were flashes of light
There were things we'd never do again
But then they'd always seemed right
There were nights of endless pleasure
It was more than all your laws allow
Baby, baby, baby

When you touch me like this
And when you hold me like that
It was gone with the wind
But it's all coming back to me
When you see me like this
And when I see you like that
Then we see what we want to see
All coming back to me
The flesh and the fantasies
All coming back to me
I can barely recall
But it's all coming back to me now

If you forgive me all this
If I forgive you all that
We forgive and forget
And it's all coming back to me
When you see me like this
And when I see you like that
We see just what we want to see
All coming back to me
The flesh and the fantasies
All coming back to me
I can barely recall
But it's all coming back to me now

(It's all coming back to me now)
And when you kiss me like this
(It's all coming back to me now)
And when I touch you like that
(It's all coming back to me now)
And if you do it like this
(It's all coming back to me now)
And if we","pop, female vocalists, Canadian, 90s, french"
18,19,"""Change the World""",Eric Clapton,"15 ContributorsChange the World LyricsChange the World was written by Tommy Sims, Gordon Kennedy, and Wayne Kirkpatrick  and was released on July 5, 1996. Eric Clapton recorded the song for the John Travolta movie Phenomenon. The song has… Read More 
If I could reach the stars
Pull one down for you
Shine it on my heart
So you could see the truth
That this love I have inside
Is everything it seems
But for now I find
It's only in my dreams

And I can change the world
I will be the sunlight in your universe
You would think my love was really something good
Baby, if I could change the world

If I could be king
Even for a day
I'd take you as my queen
I'd have it no other way
And our love would rule
In this kingdom we have made
'Til then I'd be a fool
Wishing for the day

And I can change the world
I would be the sunlight in your universe
You would think my love was really something good
Baby, if I could change the world
Baby, if I could change the world

I could change the world
I would be the sunlight in your universe
You would think my love was really something good
Baby, if I could change the world
Baby, if I could change the world
Baby, if I could change the world","blues, classic rock, blues rock, rock, guitar"
19,20,"""Hey Lover""",LL Cool J featuring Boyz II Men,"35 ContributorsHey Lover Lyrics“Hey Lover” is LL Cool J’s acclaimed 1995 collaboration with Boyz II Men, who at the time were a massively popular boy band still riding high on the success of their 1994 sophomore album, II, featuring such… Read More 
I've been watchin' you from afar
For as long as I can remember
You're all a real man can need
And ever ask for
This is love, girl
This is more than a crush
Yeah

It was Harlem at the Ruckers (Yeah), I saw ya with your man (Ooh)
Smilin', huh, a Coach bag in your hand (Ooh, yeah)
I was layin' in the coupe with my hat turned back (Mmm, mmm, yeah)
We caught eyes for a moment, and that was that (Oh yeah)
So I skated off, as you strolled off (Ooh)
Lookin' at them legs, goddamn they looked so soft (So fine, now)
I gotta take ya from your man, that's my mission
If his love is real he got ta handle competition (Woah, oh, oh-oh-oh-oh)
You only knew him five months (That's right)
Besides, he drink too much and smoke too many blunts (Oh, oh)
And I be workin' out every day thinkin' 'bout you
Looking at my own eyes in the rear view (Hey, yeah, yeah)
Catchin' flashbacks of our eye contact (Yeah)
Wish I could lay ya on your stomach and caress your back (Ooh, yeah)
I would hold ya in my arms and ease your fears (Baby)
I can't believe it, I hadn't had a crush in years (Yeah, oh)
Hey lover

Hey lover, hey lover, this is more than a crush, yeah (Yeah)
Hey lover, hey lover, this is more than a crush (Uh, check it)
Lover, hey lover, this is more than a crush (This is more than a crush)
Hey lover, hey lover, this is more than a crush (Yeah, yeah, oh, oh)

I see you at the bus stop waitin' every day (Yeah)
Your man must think its safe for you to travel that way (Oh, oh, oh)
But I don't want to violate your relationship (No)
So I lay back in the cut with a crush that's a trip (Layin' back)
Still, he can't stop me from having daydreams
Tonguin' you down with, uh, vanilla ice cream (Ooh, yeah)
Kissing on your thighs under moonlight (Mmm, mwah, mwah, mwah, yeah)
Searchin' your body with my tongue, girl, all night
I wonder one day could it be, simple dreams could turn into reality (I wonder, yeah)
Our love would come down so naturally (Comin' down, comin' down)
We would walk down the aisle of destiny (Ooh, yeah)
But your man get his hustle on, gotcha type scared (Ooh)
Break ya off a little chump change to do your hair (Ooh)
That seems to be enough to satisfy your needs
But there's a deeper level, if you'll follow, I lead
Hey lover

Hey lover, hey lover, this is more than a crush
Hey lover, hey lover, this is more than a crush
Lover, hey lover, this is more than a crush
Hey lover, hey lover, this is more than a crush

Last week I saw ya at the mall
Standin' at the pay phone 'bout to make a call (Standin' there, standin' there)
I had a vision it was me on the other end (Ooh, yeah)
Tellin' you come by and then you walked in (Come on by my way)
I touched you gently with my hands
We talked about travelin' the distant lands (Woah)
Escapin' all the madness out here in the world
Becomin' my wife, no longer my girl
Then, you let your dress fall down to the floor (Ooh, yeah)
I kissed you softly and you yearned for more (Mmhmm, yeah)
We experienced pleasure unparalleled (Oh, yeah)
Into an ocean of love, we both fell (Oh, oh)
Swimmin' in the timeless, currents of pure bliss
Fantasies interchangin' with each kiss (Ooh)
Undyin' passion unites our souls
Together we swim until the point of no control, but (Baby)
It's a fantasy it (that, you) won't come true (Yeah)
We never even spoke and your man swear he love you (Ow, ooh)
So I'ma keep all these feelings inside (Mmm)
Keep my dreams alive until the right time (My baby)

Hey lover, hey lover, this is more than a crush, yeah, yeah
Hey lover, hey lover, this is more than a crush
Lover, hey lover, this is more than a crush
Hey lover, hey lover, this is more than

Hey lover, hey lover, this is more than a crush
Hey lover, hey lover, this is more than a crush (Ooh, yeah)
Lover, hey lover, baby this is more than a crush
Hey lover, hey lover, this is more than a crush

Hey love, hey love, hey love
This is more than a crush
Hey love, hey love, hey love
This is more than a crush (Hold me)
Hey love, hey love, hey love
This is more than a crush (I want you to stay with me)
Hey love, hey love, hey love
This is more than a crush (I need you, hold tight)
Hey love, hey love, hey love
This is more than a crush
Hey love","rnb, soul, 90s, pop, r and b"
20,21,"""Loungin""",LL Cool J,"13 ContributorsLoungin’ LyricsThe album version of “Loungin'” samples Al B. Sure’s 1988 song “Nite & Day”
Yeah! Ghetto to ghetto (Uh)
As we bring the drama live (Y'knahmean?)
We bout to set it! (Uh) Word life son!
Yeah! Mad flavors (Yeah) butters
Ghetto to ghetto, yeah!

Keep your chicken head, I'm lookin' for a dime (Word up)
Get my swerve on, make it hot, word bond
I'm lickin' on your ankle bracelet
We'll be sippin' Moet with strawberries to chase it
I'm nasty, ask me, why I lick my lips
So in the darkness, I can run my tongue over your tits
It's all good sugary, you ain't leavin'
Sit up on my face and help my stash grow even
Whipped cream taste mean from the back
She bounce with LL now shorty's on the map
I put away the gat, took off the hat
Throw ya Mo's in the air if you like it like that
No doubt boo, I keep it real girl
Mad pleasure, blowin' up your whole world
Whatever's clever I got endless cash
Trees from Hawaii, two pulls and pass

I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy

Uhh, my scenario is grand (Word up!)
A dime peice, Henessey up in my hand
I ""Turn Off the Lights"" like Teddy (Click!)
I'm fiendin', starin' in the darkness, now I'm ready
Uhh, ooh yeah up in ya!
Let it flow while I pump slow
Then I speed it up, heat it up
Make it mo' tasty, so you can swing low and lace me
Use your imagination
You do me, I'll do you, sex education
It's all good, it's cranberry Absolut and peach scnapps
Feelin' tipsy, loungin' on the rooftops
I'm 'bout to spank you on that ass (Oooh)
I know you love it when it lasts (Truuue)
When you need it who you ask? (You!)
What you sayin' when I dash? (Don't go boo)

I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy

C'mon, you got to bounce with me sugar (You got to bounce) word up
You got to bounce with me sugar (Word-a-word-a-word up) word up
You got to bounce with me sugar (You got to bounce with me sugar)
Word up, you got to bounce with me sugar (A-word-a-word-a-word up)

Warm it up sugar, make it hot
Shorties'll swarm, make me wanna bust shots (BO!)
We speak, daily on the regular
Run your jibs all day chip in my cellular
Shoot down to Jamaica, pretty white sand
Suntan oil, pina colada in you hand
Layin' up at night, peepin' out stars
Remember, when we was at the club at the bar?
I told ya, my status, was that of a don
You thought I was a dog and you ain't wanna get it on
But my mind has attractin' qualities
On the emotions of a young lady (Word up)
So here you are, smack dab up in the mix (Uh-huh)
Shorty this here's about as good as it gets
Word up, I'ma treat you like a queen from the heart
Crack the bubbly, and let the episode start
 X3
I'll be lounging with LL, Cooool J
I'll be lounging with LL, heyyy heyyy

Ghetto to ghetto! Ghetto to ghetto!","Hip-Hop, rap, hip hop, 80s, rnb"
